id,name,followers,popularity,genres,main_genre,n_genres
6yrofubu5zrchi2xkir5pk,brian hyland,67223,47,[],pop,0
5tfrohao5yesujxmmnlco9,barns courtney,602647,62,[],electronic,0
3w1q754jb31h5cxqccnlnl,capcom sound team,210392,58,"['japanese vgm', 'soundtrack']",electronic,2
3odbviiivrwhxwie8hxkvv,the beach boys,5139194,76,['baroque pop'],classical,1
60zvrmhqhrxokeb1taavpn,beth malone,1569,29,['musicals'],classical,1
4hxdvvq5t8ebpypdbl1f9f,hellyeah,769490,52,"['groove metal', 'metal']",rock,2
2jwrhcdgkrhelyemqnddke,yxngxr1,143628,45,[],hip-hop,0
07d5etnpjriczfbb8pxmre,bj the chicago kid,464821,59,[],hip-hop,0
50by8hgxt0sudgjx3ailtt,sesame street,138888,65,"[""children's music""]",folk,1
3hyggjxu73juzba757h6r5,the mountain goats,419856,57,"['folk punk', 'anti-folk', 'indie folk']",folk,3
0kufoahp20vqhudhieaa8r,cookie monster,41911,56,"[""children's music""]",folk,1
5ns1ly8egnopsitbbnpli6,clorofila,20782,16,"['mexican indie', 'latin alternative', 'electrocumbia']",electronic,3
41x3tk4pmcp109a09rytxj,ram-zet,4100,7,"['avant-garde', 'progressive metal', 'gothic metal', 'industrial metal']",rock,4
7eeivzvj6rcetvx2f2pyxu,slim jxmmi,117904,54,[],hip-hop,0
5i4jbhykeca702yxs68rgf,catherine zeta-jones,25737,51,['musicals'],classical,1
1znqqnideouzhb8zbzrfmx,swae lee,3146480,79,[],hip-hop,0
7if8dxzn7mlgdqkle2famo,the gaslight anthem,362398,52,[],rock,0
6cutt8thpfuicmfxayerwd,my first story,718506,60,"['j-rock', 'j-pop', 'anime']",pop,3
7iztzyczp3litcw1wtpi3d,rae sremmurd,7811582,72,[],hip-hop,0
2tksdffckyimrhyl1a5bbf,laura osnes,16585,42,['musicals'],classical,1
6pdcqa7by8ikuovxvgknli,rilès,929303,63,['french rap'],hip-hop,1
3bw9arkzzhle53ca3djw8z,jeanine tesori,1658,35,['musicals'],classical,1
498olugbv0hspmrhokzvaa,alexander hanson,687,41,[],classical,0
0cka42jqrc9fsfbdjepaxp,big krit,950632,58,['southern hip hop'],hip-hop,1
1chfz6lrt7kasbv8j2ny1g,the blues brothers,448981,56,"['blues', 'blues rock']",blues,2
47mxbsv8e4ssfimqjxzepn,suis la lune,29185,32,"['screamo', 'midwest emo', 'post-hardcore', 'emo', 'mathcore', 'math rock']",rock,6
3rpd8eptywgxq5te4laewy,harriet harris,270,24,['musicals'],classical,1
7ihxhgerkdpvuaib67gcsj,diana panton,21816,39,"['vocal jazz', 'french jazz']",jazz,2
0oe1qxknblydwqt51qjyrg,michael cerveris,2755,31,['musicals'],classical,1
6vr32ivltxtuggxiehgiqe,ryan silverman,125,8,['musicals'],classical,1
4yan46l70qv0pgxlmg0ihi,dillinger four,36619,35,"['punk', 'skate punk', 'melodic hardcore', 'pop punk']",rock,4
27r1aby7ffkyevfyen4smp,george birge,75043,54,['country'],country,1
0k9kvbqy5b8j1jbqm4xcma,roberta colindrez,91,12,['musicals'],classical,1
1vrc8qdkfbw7mkwshqecxz,lisa kron,135,31,['musicals'],classical,1
743ob85i8bftmrfunao1rs,ann harada,1053,35,['musicals'],classical,1
4ngfozcl9ml67xzm0xzivc,janis joplin,3604137,62,"['classic rock', 'psychedelic rock', 'acid rock']",rock,3
7thd518apjjyugyv9bidbz,judy kuhn,37426,55,[],classical,0
7arqa31azvs8ys6zuvewzb,cj,282841,62,['dembow'],hip-hop,1
3fcu4xku7smobrcqentrsj,little apple band,6963,33,[],folk,0
5rx1eodzfwxmw4fqx2caot,jonny lang,265349,48,"['blues', 'blues rock', 'modern blues']",blues,3
4qgkwf55nqfgytozkozprf,one morning left,38169,34,"['metalcore', 'post-hardcore']",rock,2
1fzpywnwdl5z3wrdtisfuh,shakey graves,594751,58,['indie folk'],folk,1
51blml2lzpmy7ttiag47vq,u2,13715623,78,['rock'],rock,1
3uul93abt7zywawx0qa7mc,breadwinner,5014,16,"['math rock', 'noise rock', 'mathcore', 'post-hardcore']",rock,4
4pfb5ycz7ohbhvs623cmdf,emily skeggs,666,23,['musicals'],classical,1
1pofnqqdfxvoym6dx8coaa,esmé patterson,28777,23,[],country,0
2nc0nvcp3ijvpcpepplwof,sydney lucas,326,26,['musicals'],classical,1
6rvrufagvsab4b82u8wssh,envy on the coast,37014,31,['post-hardcore'],rock,1
3q6ookfssqomsttl11j5uk,love,273598,46,"['psychedelic rock', 'baroque pop', 'acid rock', 'proto-punk']",rock,4
55cxg5kdjprywbopfyajha,jorma kaukonen,34539,35,"['jam band', 'country blues']",blues,2
4tbtut49imxeimmndifhb1,stephen sondheim,93717,51,['musicals'],classical,1
4plsmek2dcrvlvl2a9azav,soak,88596,42,[],folk,0
6uwtyhptwb5romlaxqf1h6,marla mindelle,96,24,['musicals'],classical,1
2sykccyzuqfnjotw0miojl,onsind,10756,18,"['folk punk', 'queercore', 'anti-folk']",folk,3
1trvqozkc5qk1cjwrdwbsl,secrets,141707,40,"['post-hardcore', 'metalcore', 'screamo']",rock,3
5spejxlwd1skudc2bnohpg,bone thugs-n-harmony,3329701,67,"['gangster rap', 'old school hip hop', 'g-funk']",hip-hop,3
3hqyfcfffjo3kkblufzsyw,randy newman,277739,61,[],classical,0
3ewsld7nsneulfb9gixl1j,noah hinsdale,0,18,['musicals'],classical,1
7azwaitwq1kcfoijhrwb6v,deerhoof,123108,21,['noise rock'],rock,1
68vpeaqolny1aa3ibkcepg,high and mighty color,52190,39,"['j-rock', 'anime', 'visual kei']",rock,3
7eefbqbwgdsyzzot2kdbjk,james clow,4,5,[],classical,0
5ylqc0r4cy4fvot8luekj4,haiku d'etat,15855,19,['underground hip hop'],hip-hop,1
0kdukk6ydeu3hr56htxmxt,story of the year,576167,57,"['emo', 'post-hardcore', 'screamo', 'pop punk']",rock,4
6a2dsgh4meitmjozrrcknz,black devil disco club,23067,32,"['italo disco', 'hi-nrg', 'electroclash', 'italo dance']",electronic,4
68sbjd1yoy2jxrhtrvc43e,becky ann baker,47,20,['musicals'],classical,1
4lukwumtlxepksqgyajupt,zachary westbrook,149,0,[],pop,0
47nluenhjda2gsnjuvcoob,santino fontana,13399,56,[],classical,0
73xrrv4zrlpli1q0q34wik,dinah shore,92012,41,"['big band', 'adult standards', 'vocal jazz', 'jazz ballads']",jazz,4
0aq8ow9yakgxr5bbehjkcs,the lawrence arms,73742,41,"['punk', 'skate punk']",rock,2
1ieaqwaypko9x0oreq7q7z,ayron jones,73951,40,[],rock,0
5ibel2xjrtksunfmsahluo,not,1564743,64,[],hip-hop,0
0k4i9qditjabgymwquh4by,remembering never,23161,22,"['metalcore', 'mathcore', 'hardcore', 'melodic hardcore', 'deathcore']",rock,5
6zhwkbsk8626ocybd6m9p4,merwin foard,75,6,['musicals'],classical,1
7rpf45ddbpweg51acze45i,kay starr,60025,61,['christmas'],pop,1
0hxrabrgphgrhnavittccz,d'espairsray,53794,32,"['visual kei', 'j-rock']",rock,2
3hawpdanepgxgywyjjyhzl,jeffrey kuhn,229,21,"['ragtime', 'musicals']",classical,2
47pgpvvncrj414sxj587g6,griffin birney,1,18,['musicals'],classical,1
2wgpletdnwivtmxhshji4m,brittney mack,772,35,[],classical,0
72q9jnu1lvjr0cgokbicgs,world  inferno friendship society,16948,26,['folk punk'],folk,1
02jfe9xezo2am7uivhhume,mario cantone,142,17,['musicals'],classical,1
43c2vwt4nviura6sd95vge,peter bartlett,160,20,['musicals'],classical,1
0osgxfwsnnoxhd2fkuz2gy,david bowie,11893757,79,"['glam rock', 'art rock']",rock,2
6oennfwj2h6381khy6m6ey,michael glencer,23,0,[],rock,0
30ljpak508ffpll4jpuopn,phumzile sojola,88,23,['musicals'],classical,1
1vbwmsap5ex2erhplmndr0,six,401943,61,['musicals'],classical,1
3yenarbnhytcwmrvd9sby4,wolfmother,1021142,59,['stoner rock'],rock,1
25nosidajaxreqetzes6yh,klax,3698,16,"['drum and bass', 'liquid funk', 'drumstep']",electronic,3
1ofymxmkzpqt8a5mz1ue5h,joel perez,4987,74,[],classical,0
1cove4abwlfstxaipbjath,latterman,14865,18,"['melodic hardcore', 'skate punk', 'pop punk', 'punk']",rock,4
0sbsvbpm3qrd2lndao9h9u,millionaires,249731,52,"['crunk', 'hyperpop']",electronic,2
0zoce3mg9ns6l3yxt1y0bk,the fray,4335127,74,[],pop,0
1ygxirxksfb927vhbh1ruh,ma rainey,57976,26,"['classic blues', 'blues', 'ragtime', 'country blues']",blues,4
2kscnfec7wbspczjsmzvhv,victoria clark,2251,31,['musicals'],classical,1
3rj0tdhox7c5nfq5dkipht,stereolab,404375,53,"['art pop', 'krautrock', 'post-rock', 'neo-psychedelic']",rock,4
6v61xkjfekyrl9fagktkys,denis o'hare,309,27,['musicals'],classical,1
1ksasrnugxu85t0u6zsg32,tori amos,867265,56,"['singer-songwriter', 'art pop']",folk,2
4ap1lp10bryzo658b2nwkg,andrew lloyd webber,366629,66,['musicals'],classical,1
1nmzwnk3idvlh1wkjzovnt,griffin house,43002,37,['acoustic pop'],folk,1
0uivlrza0hzardrgqjrqbo,daniel perry,575,3,[],hip-hop,0
7ayib2gpybcnjdlbcxw0fu,80's robot,149,0,[],classical,0
2ginj8xw86xawpygvx1bla,krs-one,741074,53,"['east coast hip hop', 'old school hip hop', 'hip hop', 'hardcore hip hop']",hip-hop,4
5skyg64028a3faefyvt3me,orchestra sinfonica di milano giuseppe verdi,2544,38,"['opera', 'classical crossover']",classical,2
6xawtqqto013vretmqxenj,swashbuckle,12237,17,"['folk metal', 'thrash metal', 'sea shanties']",folk,3
5ohsvgm0qrpixkjtnj4bd3,phazer,223,3,['jungle'],electronic,1
1csbgt42n4ppps1hjhxxik,thomas newman,282049,62,"['soundtrack', 'score']",classical,2
57kuzvjvtrt9zwyygb1dxt,la la,1862,23,[],pop,0
4mtfvjzzx72cavcbcjuk73,dominik hauser,17018,41,[],folk,0
6u26vgpwncqcndr9dpj0y0,karate,38281,31,"['slowcore', 'post-rock', 'post-hardcore', 'math rock']",rock,4
3imqpxkkgkh5vydfgx1hd4,say anything,314737,50,"['pop punk', 'emo']",pop,2
6rjqqrce0kvo2djuxohlec,alabama,1682413,67,"['classic country', 'country', 'country rock', 'country christian']",country,4
07cgsrl23dtupjnawmkacy,happyalone,4827,23,[],rock,0
2f9wlqbfp62pidvrjnhdzi,thomas quasthoff,12006,34,"['expressionism', 'opera']",folk,2
62elzbh5iop8upcchp7oru,can't swim,81408,39,"['pop punk', 'midwest emo']",pop,2
4uxqaaa6dqyak18lv7pegx,fall out boy,11518757,81,"['emo', 'pop punk']",rock,2
0c86qguvzwodel7wdr6g4f,ted winn,12788,28,"['gospel', 'worship']",hip-hop,2
3zl0esuyv23ognw6wqgeln,momoiro clover z,228253,49,"['anime', 'j-pop']",pop,2
4ov5evj0xfwsjkoovdrpvl,guided by voices,193016,47,"['power pop', 'lo-fi indie', 'anti-folk', 'indie rock', 'indie']",pop,5
1qqzksfpwkwt4rtcu5zc8h,charlie chaplin,6165,31,"['dub', 'roots reggae', 'ragga', 'reggae', 'dancehall']",folk,5
2s0438sn0pyl2ouukcfqpn,kid koala,118187,48,"['plunderphonics', 'trip hop']",hip-hop,2
5me0irg2ancsgc93uayrpb,the notorious big,13030963,79,"['old school hip hop', 'gangster rap', 'east coast hip hop', 'hip hop']",hip-hop,4
4pu3bpenozfebzorx2ybjw,plácido domingo,228494,56,"['opera', 'classical', 'classical crossover']",classical,3
7w0qj2hiapieucopogvoz6,rachael yamagata,174393,46,[],folk,0
65ixzl2w8m8616gc3jfeeh,frog eyes,7402,6,['art rock'],rock,1
2mxe0tnanl039ysaj51xpq,r kelly,2502309,69,['r&b'],r&b,1
3koiljnrgrtnbowvidipea,marvin gaye,6058443,75,"['motown', 'classic soul', 'soul', 'northern soul', 'quiet storm']",r&b,5
4pejuc4iciqfgdx6okulqn,queens of the stone age,3872913,72,"['stoner rock', 'alternative rock']",rock,2
1qh6ppvtiftkmyta0nxsjf,madball,191547,43,"['hardcore', 'hardcore punk']",electronic,2
591yccszclxvaj0rg38vlz,senses fail,496327,55,"['post-hardcore', 'screamo', 'emo', 'pop punk']",rock,4
1ffb6ejr6fe5iamqa5oruf,bring me the horizon,6720260,79,"['metalcore', 'emo', 'screamo', 'rock', 'post-hardcore']",rock,5
55b0gfm53udtgbs8mmnxrh,norma jean,213838,45,"['mathcore', 'metalcore', 'post-hardcore', 'hardcore', 'screamo']",rock,5
5fuqrhmrymtoo9uolfad4p,the fall of troy,193587,46,"['post-hardcore', 'mathcore', 'math rock', 'screamo']",rock,4
64exbazxqrvdipgiaz1we9,marcello viotti,1101,33,['opera'],classical,1
6wamuaragipk6ktkgwgv3d,brian hacksaw williams,3295,19,[],folk,0
1gkczqark5rv8ubwg8y5fx,amy adams,35367,48,[],classical,0
6kacvpfconqzgfef5ryl0x,johnny cash,6974372,75,"['classic country', 'outlaw country', 'country']",country,3
2vyqtndsvvkn9wmu5w7xpj,marilyn manson,5023069,73,"['industrial metal', 'industrial rock', 'industrial', 'metal', 'nu metal']",rock,5
1i0uobirqiiwt0abrkzkrs,team dresch,25157,26,"['queercore', 'riot grrrl']",rock,2
36nwyfjvxfbpeenzbqrpzr,黃小楨,17440,21,"['taiwanese indie', 'chinese indie', 'taiwanese pop']",rock,3
6s0ghtqz5sxk5f9htlxn9q,garbage,1343796,61,[],rock,0
1vfezmiycr4xudyrakiki3,keyshia cole,4388545,72,['r&b'],r&b,1
4jwgfucfetu5e0wprrhhxr,big tymers,690612,54,"['southern hip hop', 'crunk', 'new orleans bounce']",hip-hop,3
55aa2cqylxrfixc767z865,lil wayne,18306984,88,"['rap', 'hip hop']",hip-hop,2
3h7ez7cwayw4l3ely4v3lc,håkan hellström,319594,59,['swedish pop'],pop,1
2iojnblj0qimikpvvhlnsh,trey songz,7781659,72,['r&b'],r&b,1
2mphbxznh1fj59jbowy38u,sudan archives,283879,53,"['alternative r&b', 'indie soul']",pop,2
0ehgpjuqiiiqhm6zrf4kxx,pat green,155993,45,"['texas country', 'red dirt']",country,2
7o4sqie2ejjytofin1pxqh,the soviettes,7733,17,"['riot grrrl', 'queercore', 'punk']",rock,3
7bloa6fxcbmnowidkqflia,gerald levert,1054207,49,['quiet storm'],r&b,1
5tqmb0cunxdctzovgt55ud,lucki,1834328,78,['cloud rap'],hip-hop,1
542yud4rgzueold1div94f,rocky,27895,47,[],rock,0
7g6hxrjgpi6i7wanl4wxak,j holiday,1717222,52,['r&b'],r&b,1
5bmqhxwk9sefdgizwpsjvj,the driver era,753372,54,[],rock,0
2ayj5lata2sccdflhkgzoy,cobra starship,528104,59,[],electronic,0
1fbcikopopcdluxguwnvyo,poison,3605452,63,"['glam metal', 'glam rock']",rock,2
4kwxtgckmipbkhsnestnkj,animal collective,566445,49,"['neo-psychedelic', 'indie rock']",rock,2
1l7aisjbgkqiytuqytigap,nellee hooper,2437,41,[],rock,0
3qf2yoifc68wtsmv1yigmh,hank williams iii,291761,48,"['outlaw country', 'alt country', 'honky tonk', 'psychobilly', 'rockabilly']",country,5
0rg0azbscc8s8q1ahisasi,juvenile,1144374,61,"['southern hip hop', 'crunk', 'new orleans bounce', 'bounce']",hip-hop,4
7rvkqk7zqo34skswexjz3r,tim reynolds,41155,47,['jam band'],rock,1
16jxneseryvanrg1cghklz,teodasia,2373,1,"['gothic metal', 'symphonic metal', 'power metal']",rock,3
30uis1n3uigxjeyfr1gvdy,the brian jonestown massacre,414396,54,"['neo-psychedelic', 'psychedelic rock', 'shoegaze', 'space rock']",rock,4
72pnpuc1qv9ujrpagvz1jq,the handsome family,166792,56,"['southern gothic', 'alt country', 'americana']",country,3
2gbjlmx6zqnfgqjcaqprgw,nelly,3880597,76,[],hip-hop,0
6w59qfepxn20q4391lsvcr,lightz,416,3,[],hip-hop,0
4uxlfbvsr4xmdphe1lrlrh,ross lynch,1036486,49,[],rock,0
4lsixdzxl43ezlpu2eydws,edan,30887,28,"['experimental hip hop', 'underground hip hop']",hip-hop,2
3jksrx4obklxr78ft8gv3j,plies,2028834,65,['southern hip hop'],hip-hop,1
3d1zfz2gpjbdaqdtsynmbz,velvet crush,12001,16,"['power pop', 'jangle pop']",pop,2
62d1zqs3fut0tpr6uiujfr,aroara,363,1,['pop singer-songwriter'],rock,1
4bwif0yxjf0f9amol2j78m,camellia,259982,55,"['speedcore', 'vocaloid']",electronic,2
4i7hi30rbtmzb9a1ftdnk7,sugarplum fairies,602,3,[],folk,0
3aumnf8rqakozjyppfnaob,kelly rowland,3801812,71,[],electronic,0
13vqloyd6mp7v1mvwkjws2,dave matthews,430581,54,['jam band'],rock,1
6qojfenznpvqxdl2ifsdey,leslie hall,10325,29,[],hip-hop,0
3risobdax6ggvaccbuhswz,jasmine sokko,39755,30,"['chinese r&b', 'c-pop']",r&b,2
2kfvqdz3ljshqh9guhhtmr,psychostick,203174,47,[],pop,0
7tfehedzjjoeiwuexr89qs,kankan,432834,55,"['rage rap', 'underground hip hop']",hip-hop,2
1vpmr4djc1plotd0iadao0,uicideboy,9100990,85,"['emo rap', 'horrorcore', 'cloud rap', 'trap metal', 'underground hip hop']",hip-hop,5
2ti7qyde0qfyolnbtfdo7l,dave matthews band,2129141,63,['jam band'],rock,1
5m0lbkgluopxlefjapw8r8,dram,893338,59,[],hip-hop,0
2tjnvrump46xnjfh9v0ngc,alpha wolf,210251,50,"['metalcore', 'deathcore', 'djent']",rock,3
6hha8tkrnrym8fnzqcqddo,tricky,566810,56,"['trip hop', 'downtempo']",electronic,2
6kbdzfxulrzghnvmpu9nsg,aphex twin,1849812,67,"['idm', 'ambient', 'electronica']",electronic,3
53xhwfbyqkca1cc15pyq2q,imagine dragons,58735579,87,[],electronic,0
1gphs1zisyxr5dhtyzyime,kevin gates,6914245,76,[],hip-hop,0
4lxajnulmry9vgsmkwvmza,malcom mcdowell,537,13,['dubstep'],electronic,1
0fwlrl7wikgtqrmhbtxydz,web sheldon,202,0,[],blues,0
4c6lhwoormgnwvl0gxhlw1,tedashii,262122,49,"['christian hip hop', 'christian', 'chinese hip hop', 'christian pop']",hip-hop,4
5q45hw4q5wkljtnjlsgeq0,dre murray,13813,24,"['christian hip hop', 'christian jazz']",hip-hop,2
69ggbxa162ltqcwzjg5jlp,the chainsmokers,21483609,82,[],electronic,0
0vzrpa7mwayxh4cwmyk8km,kidd keo,3005941,69,"['trap', 'argentine trap']",hip-hop,2
2i7wuq1zpwfdeumhkhjnpb,yaves,2418,6,['christian hip hop'],hip-hop,1
5fhk07xqqp5imnslzlzk1h,press play,21409,25,"['cedm', 'christian pop', 'christian', 'christian alternative rock']",electronic,4
6x8wdfjrnhxatmdss26acc,curreny,1066968,61,['southern hip hop'],hip-hop,1
7ieovkzvkfcg9mijgnztct,ran-d,278820,59,"['hardstyle', 'frenchcore', 'hardcore']",electronic,3
4mqm8gcxnnyznqrqyktkqo,h2o,105420,37,"['hardcore punk', 'hardcore', 'melodic hardcore', 'skate punk', 'punk', 'ska punk']",rock,6
2wwtuz3lpcaaphsez3h0rg,alex g,75725,40,['acoustic pop'],folk,1
4ihnk0toyzpynbu7ngagpq,mariah carey,12195308,87,['christmas'],pop,1
3nkuclzl9v6cixfi6cvted,imagination movers,26129,32,"[""children's music""]",folk,1
1xq1gv1fyeccwgsytp0dn3,jgivens,23930,22,"['christian hip hop', 'spoken word']",hip-hop,2
360ialyvv4pcevjgymzrxk,miguel,6250250,81,['r&b'],r&b,1
4mwxuekaw4ftbncf9hi58l,tank,825807,58,['r&b'],r&b,1
3f3al10w7ss3hzfqsdxqxv,scky rei,268,0,[],rock,0
5a0sfjqsdsjfhgcndigt1s,planetshakers,1309379,60,"['worship', 'pop worship', 'christian']",pop,3
4idpdjidfk96hmld4tphyl,ajj,270155,50,"['folk punk', 'anti-folk', 'midwest emo']",folk,3
5lesbewq2nn151pbqcjoz8,miss cherry delight,12541,28,['riot grrrl'],rock,1
6f0db1foo8zs4shp0bvulg,he3b,17979,39,"['afrobeats', 'afrobeat', 'afroswing', 'azonto']",r&b,4
7u160i5qtbyztqmleijmyz,borgore,551590,48,"['dubstep', 'riddim', 'dub', 'deathstep']",electronic,4
1cjhv5b8vgiycrlbipxvbv,sadboymusic,129,0,[],r&b,0
2gfvntwpctdovyk5lgexyv,daddex,17113,32,['emo rap'],hip-hop,1
1z4g3djtbbzkhvaroflhom,red velvet,9644994,69,['k-pop'],pop,1
0dxealnv6syyk2doqklo8c,magic,1661041,68,[],electronic,0
2oahyhb2xcfpvql3vsypzu,rico nasty,1153442,63,[],hip-hop,0
3qnvulis40blgxgxhdbdqu,taeyeon,3161759,67,"['k-pop', 'k-ballad']",pop,2
1kvu06txgdmsfkoyqej6rv,johnnascus,30105,44,"['trap metal', 'experimental hip hop', 'hyperpop']",hip-hop,3
36qoxutuq5hjap1wet4epl,capture,67297,31,"['metalcore', 'post-hardcore', 'screamo', 'deathcore']",rock,4
5ylv2igmtwcozhtdcds605,infntlp,38,0,[],rock,0
2wcrc3fjebdrlvdtrua3pu,cal scruby,217503,56,[],hip-hop,0
7ywbwszhjwluvew5zrkuvk,jovana k,43,6,"['frenchcore', 'hardcore', 'hardstyle']",electronic,3
6xrcu6zdcstsg2hlrojpmi,josé gonzález,1239593,65,['indie folk'],folk,1
2rhgxxsdpb0eb122ce3wyb,john givez,33425,35,['christian hip hop'],hip-hop,1
0bskkli3cgh9q3ucglkw6k,bxth,316,0,[],rock,0
6d47z08t4snk50hgteho5z,sage the gemini,927716,64,['hyphy'],hip-hop,1
1w9vjfhge5qpljqy3dkups,gord bamford,63418,39,"['country', 'acoustic country']",country,2
6uok7dmvqlzwmo6gjhzvn6,da tweekaz,331195,61,"['hardstyle', 'frenchcore', 'happy hardcore', 'hardcore']",electronic,4
4x1nvy2fn8jxqafa0da02h,john lennon,6695915,77,['christmas'],pop,1
7vtukebvl7is8l5jvgtldr,siya,33508,31,[],hip-hop,0
1ok5wqlgenufoiulpckcvt,wasted penguinz,100643,46,"['hardstyle', 'happy hardcore', 'frenchcore']",electronic,3
0zanhkxn0p38owega8isqa,etta bond,76224,39,"['uk r&b', 'alternative r&b']",r&b,2
7gsjfkpvmdgc2mmsnn8cyq,jazmine sullivan,2201536,63,['r&b'],r&b,1
5tth2a3v0swwv1c7bapbdx,lil' kim,1939659,66,['east coast hip hop'],hip-hop,1
2qx5tm5uvg3th3zq9vkj2x,imperial,7950,29,"['frenchcore', 'hardcore', 'hardstyle', 'speedcore', 'gabber']",electronic,5
2vjeuqwzsp5erc1s41gonx,chanmina,1338565,70,"['j-pop', 'j-rap']",pop,2
56bhyurgbka2nqbby8xz3x,skinny fabulous,63148,42,"['soca', 'calypso', 'dancehall']",folk,3
7bxgb6jmjp9atfy66eo08z,chris brown,29087036,90,['r&b'],r&b,1
1qhkwv9shlhqmndpbmu5tn,eazy mac,140888,50,[],hip-hop,0
5yjbuo1jocui7rke30zflt,riverside,235654,44,"['progressive rock', 'progressive metal', 'art rock']",rock,3
5s1qeaf7u5elp9ptelaicb,homeboy sandman,54676,41,"['east coast hip hop', 'underground hip hop', 'alternative hip hop']",hip-hop,3
5ygy8feqx7nau7z4hrwzm6,miley cyrus,26810483,83,[],pop,0
15usotvnjzrefvn1vcnxy4,xxxtentacion,52252497,85,['emo rap'],hip-hop,1
78zdtwvdd5ztelro6egkcu,swoope,76986,36,"['christian hip hop', 'christian r&b']",hip-hop,2
4kwtalx2rvbpseogmemrog,rem,5446183,74,"['jangle pop', 'alternative rock', 'rock']",rock,3
7fbcuc1gsnv6y1nwftnrcb,my chemical romance,10475736,80,"['emo', 'pop punk']",rock,2
08zqxo40nmrhbogma4kls2,syko,238038,57,['hyperpop'],electronic,1
6bbgki3sjbpytzt3y2pace,the machine,5003,24,"['hardstyle', 'frenchcore', 'hardcore']",electronic,3
5iyrxmcnwx31s0t3f8xano,cop shoot cop,14923,18,"['noise rock', 'industrial rock', 'industrial', 'industrial metal']",rock,4
6sdm6w84f2awefvv1tyupd,eyka,281,1,[],rock,0
4wcjl1x8azi1qkv4jc6fhh,devvon terrell,173290,42,[],hip-hop,0
3n6waaphoijo6na008793x,paul westerberg,58406,36,['power pop'],pop,1
1yxslgmdhlw21z4yxirzds,black eyed peas,9784941,83,[],hip-hop,0
3mcii5xwf6e0lry3uky4ca,ice cube,11274612,74,"['old school hip hop', 'gangster rap', 'west coast hip hop', 'g-funk', 'hip hop']",hip-hop,5
5i6ni4ywy0wjus6rfqufxt,the main squeeze,125365,40,"['retro soul', 'funk', 'jam band']",r&b,3
540r9ampm8wv8ddrgcuzmu,everyone everywhere,24677,28,"['midwest emo', 'math rock', 'emo']",rock,3
2p5sc9cvzdtopxyomzf1uh,joey bada,3840993,71,"['hip hop', 'rap', 'jazz rap']",hip-hop,3
07d1bjaof0nflu32kxiqup,lucy dacus,628821,67,[],electronic,0
1r1uxoy19fzmxunt3onakg,phoebe bridgers,3071492,79,[],electronic,0
77sw9bnxly8rj0rcifqkhh,the neighbourhood,22105790,86,[],rock,0
5y0ebjypjkl7ahms0naxvp,t'nah apex,2341,44,[],hip-hop,0
2ynyws4ajojnzkopyd4xge,that's outrageous,16001,18,"['post-hardcore', 'metalcore', 'screamo']",rock,3
776uo845nyhjpnastv1ds4,jimi hendrix,7436025,69,"['psychedelic rock', 'classic rock', 'acid rock', 'blues rock']",rock,4
1hliboq98iqwhpkep9vrfw,boygenius,1091860,65,[],electronic,0
0wfaitabs4vlgia1cuqgtj,daniela andrade,416655,57,[],electronic,0
2bt4eelllsudttzwv2z3jn,trooper,91817,43,[],rock,0
1e5oohapdgqcemq3eegvqp,zacardi cortez,123621,44,"['gospel', 'christian r&b', 'worship']",r&b,3
6x9ckubq96vjxxkgge5hiw,ero808,53209,56,['bass house'],electronic,1
4ilghed6ules4ourkpb2sr,lunchbox,28,2,[],hip-hop,0
2waw2ssbqvawk8nwacnjvo,bo burnham,2089464,65,['comedy'],pop,1
2j6pigorbmkqgqjuy5um7r,matt ox,324993,51,['rage rap'],hip-hop,1
6olugrcwrmu3uvocrscusj,cristion d'or,95,19,[],electronic,0
7c0xg5cijtrragec3ulpiq,ty dolla ign,7494491,83,['trap soul'],hip-hop,1
7cktqv9cyvlownucfh95ce,the the,398467,53,['new wave'],pop,1
2kmzxa8edu05hvmfu493zj,good morning,210710,50,"['lo-fi indie', 'bedroom pop']",electronic,2
3ehbvgyfgd7hkpsagwl9gs,alice cooper,4064506,64,"['glam rock', 'hard rock', 'glam metal', 'proto-punk', 'classic rock']",rock,5
3l4ruefnrufeezawyzgzpf,corporate avenger,15156,25,"['rap metal', 'rap rock']",hip-hop,2
6vxtefbl93dj5iqawq6otv,french montana,5904657,76,[],hip-hop,0
085pc2pyoi8bgkj0pnjeka,william,4480988,75,[],hip-hop,0
2yhge9mse7qkcv0ewsuuhm,healy,142095,44,[],hip-hop,0
021u5ph1aqmvundqnlpmkl,kazewiw,3107,3,[],electronic,0
1unfozahbgtllmzznpci3s,justin bieber,85905716,94,[],r&b,0
1urvdcnyxigvk6dj0fhyom,skaiwater,149205,51,"['jersey club', 'hyperpop']",electronic,2
12zbuhbphl5dgujtiufsip,julien baker,525136,65,['ambient folk'],electronic,1
7uulhyi1itll0kdbnce0xz,niiice,12898,20,"['midwest emo', 'math rock']",rock,2
0hcntlu0jehylgoip8l4gh,nicki minaj,34496402,86,[],hip-hop,0
1w4itxt3vwhmrglebuvhj6,vundabar,553509,62,[],rock,0
1yfectugvbq8xsd1f53unk,busta rhymes,3225204,73,['east coast hip hop'],hip-hop,1
6nfbsleb2tkioh3ytiiw6f,dom corleo,184188,54,['rage rap'],hip-hop,1
